STATEFIPS;STATE;ZIPCODE;NumofReturns;TotalIncome;Salaries;NumofRetwithDivis;Divis;NumofRetwithRE;Retax
51;VA;23079;150.0000;10083.0002;4500.0000;30.0000;72.0000;0.0000;0.0000
51;VA;23083;950.0000;54624.0001;40016.0000;100.0000;252.0000;40.0000;54.0000
51;VA;23084;930.0000;61106.0001;46129.0000;160.0000;1186.0000;70.0000;194.0000
51;VA;23085;200.0000;11318.0002;6862.0000;20.0000;50.0000;0.0000;0.0000
51;VA;23086;1680.0000;105333.0000;78764.0000;270.0000;1528.0000;120.0000;330.0000
51;VA;23089;2660.0000;210301.0000;137010.0000;630.0000;3256.0000;330.0000;1175.0000
51;VA;23091;150.0000;8869.0002;5404.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23092;280.0000;20973.0001;11846.0000;70.0000;423.0000;20.0000;91.0000
51;VA;23093;6860.0000;417773.0000;295128.0000;1040.0000;4865.0000;490.0000;1395.0000
51;VA;23102;1470.0000;169274.0000;110568.0000;540.0000;6037.0000;270.0000;993.0000
51;VA;23103;3300.0000;837590.0000;340560.0000;1890.0000;62519.0000;900.0000;5841.0000
51;VA;23106;630.0000;39601.0000;30706.0000;100.0000;273.0000;50.0000;131.0000
51;VA;23109;1060.0000;75887.0000;41647.0000;290.0000;3641.0000;80.0000;428.0000
51;VA;23110;310.0000;22511.0000;12875.0000;70.0000;374.0000;0.0000;0.0000
51;VA;23111;19470.0000;1476027.0000;1015056.0000;4810.0000;29515.0000;2020.0000;6039.0000
51;VA;23112;26950.0000;2451185.0000;1787175.0000;6810.0000;37233.0000;3820.0000;15385.0000
51;VA;23113;13480.0000;2319304.0000;1378099.0000;6320.0000;89414.0000;3110.0000;18435.0000
51;VA;23114;10580.0000;984220.0000;723421.0000;3380.0000;15324.0000;1510.0000;5495.0000
51;VA;23116;16020.0000;1687382.0000;1193288.0000;5630.0000;32459.0000;2590.0000;9248.0000
51;VA;23117;5250.0000;409782.0000;262957.0000;1140.0000;8424.0000;650.0000;2918.0000
51;VA;23119;140.0000;12003.0002;5307.0000;40.0000;132.0000;0.0000;0.0000
51;VA;23120;6710.0000;874310.0000;654638.0000;2270.0000;11807.0000;1680.0000;7675.0000
51;VA;23123;800.0000;34823.0000;25271.0000;70.0000;237.0000;20.0000;54.0000
51;VA;23124;2510.0000;214116.0000;154836.0000;580.0000;2496.0000;340.0000;1121.0000
51;VA;23126;270.0000;13964.0002;10234.0000;20.0000;55.0000;0.0000;0.0000
51;VA;23128;550.0000;39494.0001;20257.0000;130.0000;1390.0000;50.0000;214.0000
51;VA;23129;210.0000;29569.0001;18366.0000;90.0000;709.0000;40.0000;175.0000
51;VA;23138;450.0000;33079.0000;16880.0000;130.0000;531.0000;40.0000;111.0000
51;VA;23139;13280.0000;1289154.0000;813810.0000;3430.0000;20001.0000;1760.0000;6926.0000
51;VA;23140;3040.0000;266026.0000;172255.0000;660.0000;3501.0000;390.0000;1341.0000
51;VA;23141;5090.0000;913627.0000;805719.0000;1360.0000;11219.0000;620.0000;3011.0000
51;VA;23146;1610.0000;193425.0000;106168.0000;610.0000;7079.0000;250.0000;1063.0000
51;VA;23148;760.0000;39176.0000;28186.0000;110.0000;313.0000;30.0000;65.0000
51;VA;23149;1270.0000;68983.0001;46625.0000;210.0000;1497.0000;50.0000;133.0000
51;VA;23150;6800.0000;370603.0000;267399.0000;940.0000;3686.0000;480.0000;1147.0000
51;VA;23153;790.0000;69907.0000;53737.0000;230.0000;998.0000;120.0000;287.0000
51;VA;23156;820.0000;44327.0000;30610.0000;100.0000;375.0000;30.0000;77.0000
51;VA;23163;110.0000;6802.0003;2814.0000;20.0000;92.0000;0.0000;0.0000
51;VA;23168;4260.0000;366462.0000;258349.0000;1000.0000;5078.0000;600.0000;2183.0000
51;VA;23169;580.0000;32229.0000;18359.0000;110.0000;722.0000;20.0000;87.0000
51;VA;23175;990.0000;77022.0000;41227.0000;320.0000;4024.0000;100.0000;349.0000
51;VA;23176;350.0000;19543.0000;12475.0000;60.0000;93.0000;0.0000;0.0000
51;VA;23177;390.0000;22465.0000;14345.0000;70.0000;243.0000;30.0000;91.0000
51;VA;23180;190.0000;8283.0002;5501.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23181;2810.0000;182042.0000;126025.0000;550.0000;4730.0000;210.0000;671.0000
51;VA;23185;23330.0000;2309294.0000;1245276.0000;7650.0000;105506.0000;3150.0000;14566.0000
51;VA;23188;23820.0000;2147457.0000;1172427.0000;7980.0000;73519.0000;3500.0000;13911.0000
51;VA;23192;3500.0000;324622.0000;212267.0000;980.0000;6419.0000;460.0000;1934.0000
51;VA;23219;2760.0000;453773.0000;127214.0000;460.0000;11446.0000;130.0000;1116.0000
51;VA;23220;15530.0000;1202597.0000;795198.0000;3390.0000;62636.0000;1410.0000;9120.0000
51;VA;23221;8400.0000;1255655.0000;712676.0000;3290.0000;163786.0000;1390.0000;11005.0000
51;VA;23222;12870.0000;538060.0000;434734.0000;1040.0000;2994.0000;760.0000;2014.0000
51;VA;23223;26350.0000;1194677.0000;956699.0000;2360.0000;6917.0000;1720.0000;4605.0000
51;VA;23224;18560.0000;616035.0000;507728.0000;820.0000;1704.0000;510.0000;1234.0000
51;VA;23225;21310.0000;1347871.0000;923223.0000;3520.0000;33064.0000;1680.0000;7434.0000
51;VA;23226;8720.0000;1628089.0000;848084.0000;4270.0000;153778.0000;2060.0000;18182.0000
51;VA;23227;13250.0000;893122.0000;571613.0000;3140.0000;43052.0000;1470.0000;5243.0000
51;VA;23228;19350.0000;926911.0000;714385.0000;2680.0000;8952.0000;1160.0000;2579.0000
51;VA;23229;16420.0000;2303167.0000;1279899.0000;6560.0000;138950.0000;2750.0000;16182.0000
51;VA;23230;5190.0000;400319.0000;279909.0000;1420.0000;10199.0000;450.0000;1999.0000
51;VA;23231;19810.0000;1099117.0000;823596.0000;2360.0000;11886.0000;1960.0000;5172.0000
51;VA;23233;15810.0000;1844609.0000;1294614.0000;6460.0000;72438.0000;2440.0000;10634.0000
51;VA;23234;22720.0000;947256.0000;721315.0000;1560.0000;5310.0000;1470.0000;3728.0000
51;VA;23235;17590.0000;1383110.0000;887739.0000;4950.0000;50803.0000;1930.0000;7455.0000
51;VA;23236;14420.0000;1062975.0000;689099.0000;3490.0000;24080.0000;1580.0000;5223.0000
51;VA;23237;12480.0000;617793.0000;480710.0000;1190.0000;3394.0000;880.0000;2176.0000
51;VA;23238;13490.0000;1624153.0000;926919.0000;5130.0000;79752.0000;1900.0000;9432.0000
51;VA;23294;9350.0000;473409.0000;382665.0000;1430.0000;4766.0000;340.0000;814.0000
51;VA;23301;860.0000;50114.0001;30110.0000;130.0000;1301.0000;40.0000;77.0000
51;VA;23303;430.0000;22861.0000;16710.0000;70.0000;170.0000;0.0000;0.0000
51;VA;23306;550.0000;33827.0001;20275.0000;150.0000;943.0000;30.0000;48.0000
51;VA;23307;250.0000;7936.0002;5907.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23308;760.0000;33125.0000;23994.0000;70.0000;148.0000;30.0000;57.0000
51;VA;23310;1860.0000;141210.0000;77666.0000;480.0000;4101.0000;240.0000;1205.0000
51;VA;23314;4620.0000;410704.0000;287690.0000;960.0000;3853.0000;760.0000;2838.0000
51;VA;23315;730.0000;45643.0000;34542.0000;110.0000;185.0000;50.0000;151.0000
51;VA;23320;30670.0000;2075720.0000;1524296.0000;5010.0000;23380.0000;3960.0000;14317.0000
51;VA;23321;18240.0000;1295861.0000;943436.0000;3430.0000;12877.0000;2370.0000;8555.0000
51;VA;23322;29960.0000;2899101.0000;2017657.0000;8270.0000;37711.0000;5270.0000;24057.0000
51;VA;23323;19840.0000;1365271.0000;1054806.0000;2760.0000;5762.0000;2460.0000;9140.0000
51;VA;23324;11150.0000;406781.0001;334663.0000;570.0000;911.0000;520.0000;1177.0000
51;VA;23325;9060.0000;464738.0000;340461.0000;930.0000;2572.0000;740.0000;2062.0000
51;VA;23336;1670.0000;108001.0000;56066.0000;430.0000;2179.0000;130.0000;435.0000
51;VA;23337;200.0000;11769.0002;8177.0000;30.0000;12.0000;0.0000;0.0000
51;VA;23350;1460.0000;70188.0000;41038.0000;220.0000;2026.0000;50.0000;163.0000
51;VA;23354;210.0000;19437.0003;10752.0000;70.0000;850.0000;30.0000;133.0000
51;VA;23356;820.0000;57170.0001;35159.0000;190.0000;698.0000;40.0000;120.0000
51;VA;23357;300.0000;10239.0001;7407.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23359;260.0000;10293.0001;7380.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23395;350.0000;15940.0001;11178.0000;20.0000;183.0000;0.0000;0.0000
51;VA;23405;470.0000;33195.0002;15003.0000;150.0000;1455.0000;40.0000;151.0000
51;VA;23410;1000.0000;49910.0000;33322.0000;120.0000;390.0000;50.0000;96.0000
51;VA;23415;820.0000;37348.0000;28338.0000;50.0000;171.0000;20.0000;45.0000
51;VA;23416;260.0000;9500.0001;7441.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23417;1760.0000;117742.0000;61882.0000;450.0000;4974.0000;150.0000;535.0000
51;VA;23418;750.0000;34458.0000;24820.0000;100.0000;402.0000;20.0000;49.0000
51;VA;23420;990.0000;39838.0000;28670.0000;90.0000;387.0000;40.0000;105.0000
51;VA;23421;1800.0000;78118.0000;58252.0000;190.0000;823.0000;60.0000;97.0000
51;VA;23430;8970.0000;756314.0000;517335.0000;1950.0000;9630.0000;1360.0000;5283.0000
51;VA;23432;800.0000;80832.0000;45315.0000;220.0000;1262.0000;150.0000;942.0000
51;VA;23433;690.0000;98602.0000;44288.0000;300.0000;3881.0000;140.0000;805.0000
51;VA;23434;24140.0000;1440173.0000;1066520.0000;3020.0000;18632.0000;2770.0000;10143.0000
51;VA;23435;15800.0000;1348822.0000;980145.0000;3210.0000;14383.0000;2750.0000;12295.0000
51;VA;23436;490.0000;58052.0001;37073.0000;150.0000;1224.0000;120.0000;721.0000
51;VA;23437;2170.0000;137250.0000;102767.0000;320.0000;866.0000;260.0000;1087.0000
51;VA;23438;890.0000;55362.0001;41343.0000;120.0000;360.0000;90.0000;349.0000
51;VA;23442;480.0000;21135.0001;15985.0000;40.0000;64.0000;0.0000;0.0000
51;VA;23451;23380.0000;3282289.0000;1506612.0000;7870.0000;146610.0000;4220.0000;30951.0000
51;VA;23452;29430.0000;2326981.0000;1420587.0000;5350.0000;34803.0000;2760.0000;14205.0000
51;VA;23453;17280.0000;988264.0000;779821.0000;2140.0000;3765.0000;1380.0000;4381.0000
51;VA;23454;28910.0000;2715531.0000;1606955.0000;6900.0000;63949.0000;3820.0000;20378.0000
51;VA;23455;24730.0000;2193623.0000;1344758.0000;6320.0000;45591.0000;3080.0000;15421.0000
51;VA;23456;28150.0000;2643908.0000;1834910.0000;7190.0000;31796.0000;4940.0000;22930.0000
51;VA;23457;2340.0000;226248.0000;140107.0000;630.0000;3773.0000;470.0000;2565.0000
51;VA;23462;34230.0000;1795465.0000;1341061.0000;3960.0000;13204.0000;2140.0000;6472.0000
51;VA;23464;36490.0000;2329615.0000;1697098.0000;6250.0000;20870.0000;3360.0000;10641.0000
51;VA;23487;3090.0000;195486.0000;143468.0000;470.0000;1786.0000;250.0000;696.0000
51;VA;23488;120.0000;3862.0001;2685.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23502;10350.0000;478966.0000;352210.0000;950.0000;4084.0000;660.0000;2313.0000
51;VA;23503;14970.0000;741656.0000;563199.0000;1840.0000;5453.0000;790.0000;3035.0000
51;VA;23504;8920.0000;306184.0000;244622.0000;440.0000;937.0000;440.0000;1565.0000
51;VA;23505;12720.0000;774608.0000;535877.0000;1970.0000;27121.0000;960.0000;5639.0000
51;VA;23507;3020.0000;347406.0000;225948.0000;1140.0000;13282.0000;500.0000;3378.0000
51;VA;23508;7160.0000;542005.0000;384436.0000;1770.0000;14860.0000;830.0000;4695.0000
51;VA;23509;6520.0000;362273.0000;264685.0000;880.0000;5351.0000;510.0000;2443.0000
51;VA;23510;4230.0000;340262.0000;209028.0000;1130.0000;17778.0000;400.0000;2585.0000
51;VA;23511;1010.0000;38137.0001;36853.0000;90.0000;227.0000;0.0000;0.0000
51;VA;23513;14580.0000;569539.0001;459079.0000;900.0000;1387.0000;670.0000;1836.0000
51;VA;23517;2990.0000;193494.0000;143040.0000;640.0000;3680.0000;250.0000;1364.0000
51;VA;23518;15580.0000;932836.0000;657701.0000;2500.0000;12554.0000;1330.0000;6806.0000
51;VA;23523;3440.0000;102180.0000;83438.0000;70.0000;16.0000;140.0000;327.0000
51;VA;23601;12760.0000;732171.0000;536442.0000;1890.0000;14886.0000;1000.0000;3579.0000
51;VA;23602;20900.0000;1176589.0000;862532.0000;3060.0000;10999.0000;1660.0000;5557.0000
51;VA;23603;1660.0000;82143.0000;66918.0000;150.0000;169.0000;100.0000;316.0000
51;VA;23604;1290.0000;56104.0000;53349.0000;80.0000;49.0000;0.0000;0.0000
51;VA;23605;7020.0000;259970.0000;216132.0000;300.0000;457.0000;280.0000;639.0000
51;VA;23606;13770.0000;969737.0000;639716.0000;2610.0000;24308.0000;1170.0000;5587.0000
51;VA;23607;9610.0000;299573.0001;234715.0000;380.0000;1073.0000;260.0000;614.0000
51;VA;23608;21670.0000;1002461.0000;781859.0000;1920.0000;4980.0000;1210.0000;3665.0000
51;VA;23651;290.0000;24981.0001;12790.0000;100.0000;739.0000;0.0000;0.0000
51;VA;23661;6960.0000;322431.0000;241946.0000;660.0000;2893.0000;480.0000;1547.0000
51;VA;23662;6060.0000;577984.0000;374490.0000;1820.0000;11152.0000;920.0000;4926.0000
51;VA;23663;6430.0000;257543.0001;198591.0000;450.0000;876.0000;280.0000;805.0000
51;VA;23664;5080.0000;342814.0000;231305.0000;950.0000;5110.0000;560.0000;2451.0000
51;VA;23665;1720.0000;96113.0001;90578.0000;240.0000;493.0000;20.0000;91.0000
51;VA;23666;27350.0000;1375359.0000;1046254.0000;2850.0000;7174.0000;2080.0000;6797.0000
51;VA;23669;19290.0000;1053436.0000;745694.0000;2500.0000;12477.0000;1550.0000;5589.0000
51;VA;23690;1620.0000;100183.0000;68394.0000;270.0000;1251.0000;140.0000;417.0000
51;VA;23691;190.0000;5317.0001;5318.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23692;9780.0000;880325.0000;550513.0000;3020.0000;19086.0000;1300.0000;5058.0000
51;VA;23693;11280.0000;1107512.0000;757091.0000;3540.0000;18495.0000;1550.0000;5992.0000
51;VA;23696;1850.0000;184560.0000;120060.0000;620.0000;3778.0000;310.0000;1274.0000
51;VA;23701;12330.0000;559670.0000;423087.0000;1160.0000;2954.0000;960.0000;2990.0000
51;VA;23702;5350.0000;195740.0000;163569.0000;260.0000;285.0000;190.0000;504.0000
51;VA;23703;13200.0000;757168.0000;552832.0000;1840.0000;8768.0000;1480.0000;5243.0000
51;VA;23704;8480.0000;334187.0000;262151.0000;610.0000;2544.0000;470.0000;1492.0000
51;VA;23707;6780.0000;305097.0000;236354.0000;650.0000;2902.0000;430.0000;1382.0000
51;VA;23708;170.0000;4299.0001;4367.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23801;1890.0000;97491.0000;93076.0000;180.0000;105.0000;0.0000;0.0000
51;VA;23803;18850.0000;786155.0000;606653.0000;1290.0000;3527.0000;1010.0000;2410.0000
51;VA;23805;10100.0000;515853.0000;351746.0000;1090.0000;8870.0000;760.0000;2152.0000
51;VA;23821;690.0000;32881.0000;23007.0000;70.0000;191.0000;30.0000;25.0000
51;VA;23824;3150.0000;156613.0000;111881.0000;440.0000;2144.0000;150.0000;258.0000
51;VA;23827;590.0000;25248.0001;19021.0000;50.0000;120.0000;30.0000;55.0000
51;VA;23828;180.0000;9626.0003;6968.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23829;670.0000;33529.0000;21725.0000;70.0000;283.0000;30.0000;85.0000
51;VA;23830;860.0000;62558.0001;45673.0000;150.0000;1258.0000;70.0000;176.0000
51;VA;23831;18880.0000;1227920.0000;872901.0000;3090.0000;14684.0000;1960.0000;5944.0000
51;VA;23832;19960.0000;1461481.0000;1104517.0000;3730.0000;17862.0000;2600.0000;8145.0000
51;VA;23833;1040.0000;68526.0000;48110.0000;170.0000;474.0000;90.0000;192.0000
51;VA;23834;13080.0000;718295.0000;499976.0000;2060.0000;10824.0000;960.0000;2778.0000
51;VA;23836;7290.0000;593886.0000;419121.0000;1380.0000;9251.0000;900.0000;3183.0000
51;VA;23837;1950.0000;119794.0000;79594.0000;260.0000;1818.0000;120.0000;340.0000
51;VA;23838;8610.0000;1077141.0000;640561.0000;2650.0000;22896.0000;1620.0000;7342.0000
51;VA;23839;410.0000;21941.0001;16850.0000;30.0000;22.0000;30.0000;63.0000
51;VA;23840;800.0000;46062.0000;34151.0000;100.0000;231.0000;50.0000;85.0000
51;VA;23841;1760.0000;102371.0000;69822.0000;250.0000;902.0000;110.0000;226.0000
51;VA;23842;3470.0000;247423.0000;175719.0000;580.0000;2173.0000;340.0000;911.0000
51;VA;23843;280.0000;13887.0002;10198.0000;40.0000;54.0000;0.0000;0.0000
51;VA;23844;270.0000;12526.0002;8916.0000;30.0000;26.0000;20.0000;54.0000
51;VA;23845;220.0000;18747.0003;9181.0000;60.0000;137.0000;20.0000;79.0000
51;VA;23846;430.0000;25005.0001;18796.0000;40.0000;29.0000;30.0000;66.0000
51;VA;23847;5720.0000;242535.0000;175502.0000;430.0000;2493.0000;250.0000;481.0000
51;VA;23850;520.0000;26408.0000;19594.0000;50.0000;77.0000;20.0000;39.0000
51;VA;23851;6250.0000;312128.0000;216489.0000;750.0000;6701.0000;360.0000;936.0000
51;VA;23856;500.0000;20861.0001;15782.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23857;320.0000;19188.0001;11250.0000;70.0000;354.0000;20.0000;60.0000
51;VA;23860;13550.0000;625149.0000;451185.0000;1270.0000;6778.0000;660.0000;1697.0000
51;VA;23866;1030.0000;62334.0001;44104.0000;180.0000;1489.0000;80.0000;180.0000
51;VA;23867;1040.0000;46374.0000;34809.0000;80.0000;200.0000;50.0000;74.0000
51;VA;23868;2270.0000;93966.0000;68695.0000;180.0000;747.0000;80.0000;122.0000
51;VA;23872;1070.0000;58375.0000;41657.0000;130.0000;667.0000;60.0000;123.0000
51;VA;23874;490.0000;25494.0000;17273.0000;70.0000;189.0000;20.0000;53.0000
51;VA;23875;6150.0000;350201.0000;245179.0000;790.0000;2503.0000;490.0000;1207.0000
51;VA;23876;210.0000;11047.0002;7476.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23878;590.0000;34397.0000;26787.0000;60.0000;77.0000;40.0000;111.0000
51;VA;23879;300.0000;14232.0001;10116.0000;30.0000;75.0000;0.0000;0.0000
51;VA;23881;840.0000;48900.0001;35057.0000;110.0000;590.0000;70.0000;171.0000
51;VA;23882;1080.0000;53199.0000;37360.0000;100.0000;546.0000;70.0000;86.0000
51;VA;23883;1230.0000;71486.0001;47544.0000;180.0000;687.0000;100.0000;270.0000
51;VA;23885;1350.0000;102102.0000;68019.0000;260.0000;2342.0000;140.0000;433.0000
51;VA;23887;200.0000;14758.0002;8193.0000;50.0000;236.0000;0.0000;0.0000
51;VA;23888;1100.0000;56503.0000;39665.0000;130.0000;389.0000;60.0000;131.0000
51;VA;23889;280.0000;12646.0002;8533.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23890;1820.0000;86422.0001;60432.0000;170.0000;536.0000;100.0000;183.0000
51;VA;23893;200.0000;7185.0001;5838.0000;0.0000;0.0000;0.0000;0.0000
51;VA;23894;320.0000;19011.0001;14183.0000;40.0000;119.0000;0.0000;0.0000
51;VA;23897;250.0000;12777.0002;8410.0000;30.0000;55.0000;0.0000;0.0000
51;VA;23898;1030.0000;69677.0001;49197.0000;200.0000;407.0000;100.0000;279.0000
51;VA;23901;5990.0000;323651.0000;206113.0000;1100.0000;8063.0000;320.0000;739.0000
51;VA;23915;370.0000;17398.0001;12128.0000;40.0000;41.0000;0.0000;0.0000
51;VA;23917;1290.0000;78923.0000;47528.0000;250.0000;1965.0000;90.0000;183.0000
51;VA;23919;1240.0000;91270.0000;46844.0000;300.0000;1614.0000;100.0000;241.0000
51;VA;23920;1430.0000;61988.0000;47007.0000;120.0000;401.0000;50.0000;91.0000
51;VA;23921;970.0000;51609.0000;32126.0000;130.0000;882.0000;50.0000;111.0000
51;VA;23922;1160.0000;45331.0000;32377.0000;120.0000;536.0000;30.0000;61.0000
51;VA;23923;980.0000;45220.0000;29098.0000;160.0000;477.0000;20.0000;36.0000
51;VA;23924;2460.0000;104457.0001;70245.0000;280.0000;1780.0000;60.0000;105.0000
51;VA;23927;2140.0000;137774.0000;75362.0000;540.0000;3170.0000;160.0000;506.0000
51;VA;23930;2430.0000;116360.0000;80444.0000;320.0000;2245.0000;70.0000;143.0000
51;VA;23934;260.0000;13358.0002;8426.0000;30.0000;48.0000;0.0000;0.0000
51;VA;23936;2600.0000;128491.0000;91456.0000;290.0000;1857.0000;100.0000;178.0000
51;VA;23937;710.0000;31030.0000;21694.0000;80.0000;213.0000;0.0000;0.0000
51;VA;23938;220.0000;9075.0002;6819.0000;30.0000;65.0000;0.0000;0.0000
51;VA;23942;510.0000;23452.0001;15943.0000;50.0000;65.0000;0.0000;0.0000
51;VA;23944;1710.0000;88517.0001;58854.0000;270.0000;2035.0000;80.0000;135.0000
51;VA;23947;1830.0000;88059.0001;60358.0000;270.0000;1502.0000;60.0000;104.0000
51;VA;23950;1500.0000;61233.0000;44385.0000;160.0000;427.0000;30.0000;45.0000
51;VA;23954;920.0000;36813.0000;27926.0000;60.0000;56.0000;20.0000;23.0000
51;VA;23958;1400.0000;65699.0000;48843.0000;220.0000;934.0000;60.0000;99.0000
51;VA;23959;480.0000;24539.0000;17420.0000;60.0000;233.0000;0.0000;0.0000
51;VA;23960;880.0000;40116.0000;26761.0000;80.0000;260.0000;30.0000;62.0000
51;VA;23962;280.0000;12625.0001;9828.0000;30.0000;23.0000;0.0000;0.0000
51;VA;23963;200.0000;10476.0002;7638.0000;20.0000;61.0000;0.0000;0.0000
51;VA;23964;480.0000;22476.0000;16889.0000;50.0000;104.0000;0.0000;0.0000
51;VA;23966;1020.0000;54025.0000;37333.0000;120.0000;213.0000;40.0000;58.0000
51;VA;23967;410.0000;15914.0002;12187.0000;30.0000;32.0000;0.0000;0.0000
51;VA;23968;380.0000;17437.0002;11845.0000;50.0000;188.0000;0.0000;0.0000
51;VA;23970;3820.0000;196605.0000;134989.0000;620.0000;3569.0000;180.0000;377.0000
51;VA;23974;1710.0000;76287.0000;50951.0000;180.0000;909.0000;50.0000;64.0000
51;VA;24011;580.0000;34024.0001;27699.0000;100.0000;799.0000;20.0000;200.0000
51;VA;24012;14250.0000;652688.0000;490433.0000;1710.0000;6107.0000;520.0000;1468.0000
51;VA;24013;3130.0000;91902.0000;76113.0000;120.0000;158.0000;0.0000;0.0000
51;VA;24014;8260.0000;782658.0000;434698.0000;2180.0000;36142.0000;840.0000;5435.0000
51;VA;24015;8080.0000;515161.0000;369617.0000;1870.0000;10485.0000;540.0000;1763.0000
51;VA;24016;4190.0000;152789.0000;125259.0000;380.0000;1048.0000;90.0000;237.0000
51;VA;24017;10930.0000;364267.0001;274884.0000;540.0000;1016.0000;250.0000;457.0000
51;VA;24018;19710.0000;1852436.0000;1118303.0000;6320.0000;62852.0000;2130.0000;9666.0000
51;VA;24019;14180.0000;897293.0000;607656.0000;2900.0000;13885.0000;900.0000;2652.0000
51;VA;24053;950.0000;42740.0000;30254.0000;120.0000;324.0000;20.0000;47.0000
51;VA;24054;2660.0000;110389.0000;85305.0000;210.0000;784.0000;70.0000;121.0000
51;VA;24055;5000.0000;202305.0001;153487.0000;510.0000;3255.0000;90.0000;200.0000
51;VA;24059;460.0000;38598.0001;26573.0000;110.0000;433.0000;30.0000;150.0000
51;VA;24060;15070.0000;1304536.0000;843939.0000;4710.0000;38929.0000;1480.0000;7396.0000
51;VA;24064;2380.0000;161731.0000;113043.0000;530.0000;1618.0000;160.0000;386.0000
51;VA;24065;2960.0000;194642.0000;127711.0000;630.0000;2539.0000;160.0000;464.0000
51;VA;24066;2280.0000;142389.0000;97777.0000;440.0000;2315.0000;90.0000;259.0000
51;VA;24067;1020.0000;56734.0001;39419.0000;170.0000;322.0000;30.0000;66.0000
51;VA;24069;830.0000;33887.0000;25492.0000;60.0000;64.0000;0.0000;0.0000
51;VA;24070;670.0000;46724.0001;33446.0000;150.0000;554.0000;50.0000;202.0000
51;VA;24072;600.0000;34525.0000;23304.0000;100.0000;366.0000;0.0000;0.0000
51;VA;24073;15190.0000;937373.0000;694283.0000;2650.0000;11810.0000;880.0000;2734.0000
51;VA;24076;420.0000;19418.0001;13878.0000;40.0000;34.0000;0.0000;0.0000
51;VA;24077;550.0000;32495.0000;23658.0000;100.0000;182.0000;30.0000;52.0000
51;VA;24078;3240.0000;138554.0001;102076.0000;380.0000;1932.0000;70.0000;104.0000
51;VA;24079;800.0000;41347.0000;27713.0000;160.0000;434.0000;20.0000;61.0000
51;VA;24082;230.0000;9232.0002;7147.0000;0.0000;0.0000;0.0000;0.0000
51;VA;24083;2220.0000;209559.0000;130290.0000;840.0000;6911.0000;300.0000;965.0000
51;VA;24084;4800.0000;269275.0000;182356.0000;540.0000;2223.0000;150.0000;399.0000
51;VA;24085;920.0000;52219.0000;35613.0000;180.0000;555.0000;40.0000;90.0000
51;VA;24086;120.0000;6727.0002;3237.0000;30.0000;90.0000;0.0000;0.0000
51;VA;24087;1600.0000;77742.0001;59710.0000;170.0000;402.0000;40.0000;138.0000
51;VA;24088;1630.0000;75103.0000;55261.0000;210.0000;968.0000;40.0000;72.0000
51;VA;24089;1100.0000;41009.0000;30887.0000;80.0000;211.0000;0.0000;0.0000
51;VA;24090;2210.0000;175110.0000;113442.0000;590.0000;3733.0000;220.0000;719.0000
51;VA;24091;3500.0000;197433.0000;123112.0000;740.0000;2895.0000;140.0000;353.0000
51;VA;24092;1390.0000;69845.0001;51586.0000;210.0000;498.0000;60.0000;138.0000
51;VA;24095;2020.0000;124638.0000;85166.0000;360.0000;1592.0000;100.0000;274.0000
51;VA;24101;3200.0000;225213.0000;140651.0000;780.0000;4388.0000;260.0000;739.0000
51;VA;24102;640.0000;28221.0000;21116.0000;80.0000;101.0000;0.0000;0.0000
51;VA;24104;1690.0000;141403.0000;79850.0000;530.0000;4301.0000;220.0000;906.0000
51;VA;24105;180.0000;10847.0002;6905.0000;0.0000;0.0000;0.0000;0.0000
51;VA;24112;13320.0000;601319.0000;410126.0000;1680.0000;18515.0000;460.0000;1179.0000
51;VA;24120;800.0000;43953.0001;25736.0000;130.0000;982.0000;30.0000;79.0000
51;VA;24121;5310.0000;494958.0000;246360.0000;1700.0000;17580.0000;720.0000;3287.0000
51;VA;24122;800.0000;40057.0000;29255.0000;110.0000;262.0000;20.0000;36.0000
51;VA;24124;1860.0000;90532.0001;67283.0000;170.0000;370.0000;20.0000;36.0000
51;VA;24127;1860.0000;100716.0001;68683.0000;320.0000;1183.0000;50.0000;113.0000
51;VA;24128;830.0000;60700.0001;33948.0000;190.0000;860.0000;50.0000;95.0000
51;VA;24133;1060.0000;46249.0000;33662.0000;110.0000;280.0000;20.0000;48.0000
51;VA;24134;2570.0000;139758.0000;97819.0000;320.0000;2383.0000;60.0000;153.0000
51;VA;24136;1540.0000;81115.0001;58868.0000;160.0000;554.0000;40.0000;99.0000
51;VA;24137;1120.0000;98986.0000;51997.0000;330.0000;2713.0000;110.0000;641.0000
51;VA;24138;720.0000;38068.0000;27146.0000;110.0000;227.0000;20.0000;54.0000
51;VA;24139;270.0000;14125.0002;9003.0000;40.0000;55.0000;0.0000;0.0000
