STATEFIPS;STATE;ZIPCODE;NumofReturns;TotalIncome;Salaries;NumofRetwithDivis;Divis;NumofRetwithRE;Retax
1;AL;35004;5420.0000;331183.0000;263184.0000;620.0000;1250.0000;280.0000;330.0000
1;AL;35005;3440.0000;139266.0001;111863.0000;180.0000;260.0000;130.0000;157.0000
1;AL;35006;1230.0000;66755.0001;49973.0000;100.0000;132.0000;20.0000;20.0000
1;AL;35007;12600.0000;776780.0000;599076.0000;1720.0000;4974.0000;730.0000;1210.0000
1;AL;35010;8280.0000;467529.0000;301453.0000;850.0000;9786.0000;360.0000;943.0000
1;AL;35014;1730.0000;88943.0001;65942.0000;130.0000;639.0000;90.0000;120.0000
1;AL;35016;7700.0000;435107.0000;309543.0000;860.0000;2935.0000;280.0000;541.0000
1;AL;35019;1000.0000;55316.0000;36582.0000;80.0000;49.0000;30.0000;68.0000
1;AL;35020;9570.0000;282442.0000;226594.0000;220.0000;284.0000;170.0000;263.0000
1;AL;35022;10890.0000;639408.0000;487327.0000;1240.0000;4341.0000;1160.0000;2047.0000
1;AL;35023;10660.0000;524456.0000;399151.0000;870.0000;1886.0000;400.0000;561.0000
1;AL;35031;3080.0000;146045.0001;111835.0000;230.0000;401.0000;50.0000;69.0000
1;AL;35033;1520.0000;99276.0000;71830.0000;150.0000;648.0000;80.0000;139.0000
1;AL;35034;1600.0000;59059.0000;44162.0000;80.0000;301.0000;40.0000;30.0000
1;AL;35035;590.0000;49174.0000;24951.0000;40.0000;127.0000;30.0000;50.0000
1;AL;35040;8950.0000;505101.0000;412202.0000;720.0000;2978.0000;500.0000;780.0000
1;AL;35042;2350.0000;121051.0000;94324.0000;160.0000;451.0000;80.0000;71.0000
1;AL;35043;6210.0000;574810.0000;421517.0000;1250.0000;5161.0000;750.0000;1578.0000
1;AL;35044;3350.0000;151220.0000;110220.0000;250.0000;752.0000;110.0000;161.0000
1;AL;35045;6070.0000;320258.0000;234185.0000;470.0000;1694.0000;210.0000;281.0000
1;AL;35046;2440.0000;154084.0000;106656.0000;280.0000;1526.0000;110.0000;220.0000
1;AL;35049;1650.0000;90462.0001;68132.0000;140.0000;178.0000;40.0000;29.0000
1;AL;35051;3720.0000;279160.0000;165993.0000;550.0000;3326.0000;260.0000;628.0000
1;AL;35053;1290.0000;105217.0000;63301.0000;270.0000;1202.0000;100.0000;273.0000
1;AL;35054;1990.0000;170242.0000;97133.0000;410.0000;4025.0000;160.0000;370.0000
1;AL;35055;8700.0000;520715.0000;364467.0000;1210.0000;5318.0000;370.0000;582.0000
1;AL;35057;5700.0000;361875.0000;264429.0000;630.0000;2513.0000;280.0000;437.0000
1;AL;35058;4490.0000;265155.0000;190936.0000;540.0000;2072.0000;170.0000;239.0000
1;AL;35061;660.0000;23341.0001;17201.0000;0.0000;0.0000;20.0000;25.0000
1;AL;35062;3410.0000;207595.0000;150861.0000;310.0000;836.0000;130.0000;218.0000
1;AL;35063;1270.0000;59752.0000;46388.0000;50.0000;61.0000;0.0000;0.0000
1;AL;35064;4340.0000;152718.0000;109560.0000;150.0000;124.0000;200.0000;249.0000
1;AL;35068;4110.0000;212475.0000;171997.0000;300.0000;741.0000;290.0000;367.0000
1;AL;35071;7810.0000;545951.0000;397320.0000;1240.0000;5124.0000;700.0000;1396.0000
1;AL;35072;1870.0000;81034.0000;61747.0000;110.0000;247.0000;30.0000;30.0000
1;AL;35073;980.0000;40778.0000;29813.0000;60.0000;111.0000;0.0000;0.0000
1;AL;35077;5660.0000;269913.0000;204099.0000;480.0000;1314.0000;140.0000;133.0000
1;AL;35078;950.0000;56135.0001;40039.0000;110.0000;487.0000;50.0000;85.0000
1;AL;35079;3970.0000;231037.0000;177414.0000;300.0000;516.0000;140.0000;186.0000
1;AL;35080;8910.0000;714428.0000;561505.0000;1580.0000;4446.0000;900.0000;1706.0000
1;AL;35083;1290.0000;67072.0001;50834.0000;110.0000;158.0000;30.0000;31.0000
1;AL;35085;3590.0000;181591.0000;139494.0000;250.0000;653.0000;90.0000;112.0000
1;AL;35087;930.0000;41667.0000;32778.0000;50.0000;67.0000;0.0000;0.0000
1;AL;35089;740.0000;28379.0000;22517.0000;20.0000;24.0000;0.0000;0.0000
1;AL;35091;1430.0000;108222.0000;89583.0000;150.0000;185.0000;110.0000;201.0000
1;AL;35094;6690.0000;417203.0000;291691.0000;970.0000;5075.0000;400.0000;859.0000
1;AL;35096;3970.0000;226857.0000;168810.0000;290.0000;1441.0000;210.0000;286.0000
1;AL;35097;780.0000;41271.0000;31089.0000;50.0000;51.0000;0.0000;0.0000
1;AL;35098;610.0000;28262.0000;21699.0000;60.0000;84.0000;0.0000;0.0000
1;AL;35111;7730.0000;520679.0000;396064.0000;930.0000;2557.0000;690.0000;1154.0000
1;AL;35114;3290.0000;230365.0000;179033.0000;460.0000;1112.0000;300.0000;499.0000
1;AL;35115;6020.0000;290093.0000;209566.0000;590.0000;2508.0000;230.0000;335.0000
1;AL;35116;2110.0000;151603.0000;108217.0000;270.0000;767.0000;140.0000;245.0000
1;AL;35117;2800.0000;185893.0000;140017.0000;370.0000;792.0000;210.0000;349.0000
1;AL;35118;1370.0000;67382.0000;47773.0000;130.0000;129.0000;30.0000;32.0000
1;AL;35120;7080.0000;408387.0000;329934.0000;560.0000;1233.0000;360.0000;389.0000
1;AL;35121;6350.0000;365619.0000;246704.0000;690.0000;5429.0000;230.0000;424.0000
1;AL;35124;12230.0000;1061455.0000;695317.0000;2710.0000;19582.0000;1330.0000;3282.0000
1;AL;35125;4680.0000;234755.0000;171768.0000;360.0000;2449.0000;140.0000;182.0000
1;AL;35126;9890.0000;523321.0000;403118.0000;960.0000;2466.0000;600.0000;938.0000
1;AL;35127;4760.0000;248680.0000;189518.0000;370.0000;719.0000;440.0000;868.0000
1;AL;35128;4650.0000;325182.0000;213897.0000;730.0000;4439.0000;300.0000;493.0000
1;AL;35130;1300.0000;61013.0000;46597.0000;70.0000;57.0000;20.0000;17.0000
1;AL;35131;1620.0000;73757.0000;59144.0000;90.0000;202.0000;30.0000;25.0000
1;AL;35133;1730.0000;90878.0000;69546.0000;170.0000;216.0000;40.0000;34.0000
1;AL;35135;870.0000;53221.0001;39280.0000;100.0000;242.0000;50.0000;59.0000
1;AL;35136;700.0000;38709.0000;23520.0000;100.0000;257.0000;0.0000;0.0000
1;AL;35143;1390.0000;88506.0000;58079.0000;200.0000;1015.0000;70.0000;141.0000
1;AL;35146;5210.0000;368679.0000;272284.0000;760.0000;3310.0000;370.0000;457.0000
1;AL;35147;2420.0000;185563.0000;132859.0000;390.0000;3383.0000;210.0000;367.0000
1;AL;35148;1080.0000;51131.0000;37104.0000;60.0000;130.0000;20.0000;26.0000
1;AL;35150;7450.0000;338769.0000;243580.0000;550.0000;2479.0000;200.0000;316.0000
1;AL;35151;3120.0000;171133.0000;125347.0000;310.0000;710.0000;90.0000;124.0000
1;AL;35160;10120.0000;451204.0000;319760.0000;680.0000;4313.0000;320.0000;472.0000
1;AL;35171;1440.0000;79483.0001;63267.0000;100.0000;150.0000;60.0000;106.0000
1;AL;35172;1210.0000;55535.0000;43300.0000;60.0000;46.0000;20.0000;16.0000
1;AL;35173;13810.0000;1314695.0000;923942.0000;3090.0000;17111.0000;1980.0000;4898.0000
1;AL;35175;2270.0000;145688.0000;100864.0000;320.0000;1576.0000;110.0000;183.0000
1;AL;35176;340.0000;16522.0000;13173.0000;40.0000;71.0000;0.0000;0.0000
1;AL;35178;1640.0000;85839.0001;59380.0000;160.0000;507.0000;60.0000;82.0000
1;AL;35179;4110.0000;252698.0000;177359.0000;430.0000;1055.0000;160.0000;249.0000
1;AL;35180;5940.0000;378326.0000;283268.0000;590.0000;1980.0000;260.0000;374.0000
1;AL;35183;300.0000;15141.0001;11446.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35184;2280.0000;111487.0001;88003.0000;120.0000;152.0000;40.0000;22.0000
1;AL;35186;2230.0000;170825.0000;113834.0000;410.0000;1892.0000;210.0000;403.0000
1;AL;35188;1230.0000;71573.0000;57430.0000;80.0000;107.0000;30.0000;32.0000
1;AL;35203;1520.0000;175187.0000;88287.0000;330.0000;9969.0000;150.0000;958.0000
1;AL;35204;3470.0000;94188.0000;74593.0000;60.0000;38.0000;50.0000;38.0000
1;AL;35205;7830.0000;512981.0000;340743.0000;1380.0000;16038.0000;500.0000;2140.0000
1;AL;35206;6810.0000;227961.0000;185479.0000;290.0000;758.0000;170.0000;214.0000
1;AL;35207;3280.0000;91837.0000;72590.0000;50.0000;15.0000;50.0000;55.0000
1;AL;35208;5880.0000;169439.0000;137059.0000;120.0000;172.0000;110.0000;110.0000
1;AL;35209;11710.0000;1494213.0000;868858.0000;3430.0000;52979.0000;2000.0000;9078.0000
1;AL;35210;6880.0000;461909.0000;306594.0000;1390.0000;9857.0000;590.0000;1361.0000
1;AL;35211;10470.0000;355193.0000;280919.0000;440.0000;488.0000;310.0000;576.0000
1;AL;35212;4530.0000;199090.0000;154681.0000;480.0000;1540.0000;210.0000;455.0000
1;AL;35213;7070.0000;2037746.0000;826534.0000;4070.0000;161222.0000;2230.0000;20728.0000
1;AL;35214;8710.0000;336066.0001;247251.0000;430.0000;855.0000;410.0000;481.0000
1;AL;35215;20830.0000;729646.0001;598241.0000;710.0000;1313.0000;730.0000;869.0000
1;AL;35216;16390.0000;1643025.0000;1030674.0000;4440.0000;45570.0000;2170.0000;10725.0000
1;AL;35217;5170.0000;174267.0000;134791.0000;190.0000;724.0000;110.0000;139.0000
1;AL;35218;2610.0000;68413.0001;55866.0000;40.0000;7.0000;0.0000;0.0000
1;AL;35221;1810.0000;50067.0001;39968.0000;30.0000;4.0000;20.0000;25.0000
1;AL;35222;4000.0000;407499.0000;277632.0000;1180.0000;13833.0000;610.0000;2235.0000
1;AL;35223;5420.0000;2448693.0000;859489.0000;3420.0000;195283.0000;1880.0000;19228.0000
1;AL;35224;2200.0000;68068.0000;55108.0000;50.0000;31.0000;40.0000;27.0000
1;AL;35226;17100.0000;1938911.0000;1342022.0000;5850.0000;39770.0000;2940.0000;10169.0000
1;AL;35228;4410.0000;131799.0000;109050.0000;80.0000;22.0000;130.0000;132.0000
1;AL;35233;970.0000;85333.0000;59844.0000;210.0000;653.0000;40.0000;238.0000
1;AL;35234;1880.0000;50159.0001;41870.0000;30.0000;21.0000;30.0000;32.0000
1;AL;35235;9670.0000;420899.0000;333245.0000;690.0000;2825.0000;490.0000;733.0000
1;AL;35242;26580.0000;3953890.0000;2265743.0000;9710.0000;111784.0000;5380.0000;21253.0000
1;AL;35243;10110.0000;1541978.0000;881727.0000;4220.0000;79285.0000;2120.0000;12806.0000
1;AL;35244;17490.0000;1864158.0000;1274655.0000;5230.0000;36915.0000;2630.0000;8694.0000
1;AL;35401;10240.0000;373824.0000;257827.0000;850.0000;6456.0000;230.0000;560.0000
1;AL;35404;8230.0000;367133.0000;254546.0000;680.0000;4778.0000;230.0000;450.0000
1;AL;35405;19360.0000;971630.0000;719304.0000;1720.0000;5801.0000;970.0000;1172.0000
1;AL;35406;7230.0000;1108277.0000;593581.0000;2760.0000;38760.0000;1430.0000;4664.0000
1;AL;35441;460.0000;22524.0001;17983.0000;20.0000;41.0000;0.0000;0.0000
1;AL;35442;1940.0000;73523.0000;52167.0000;130.0000;849.0000;40.0000;62.0000
1;AL;35443;730.0000;23676.0001;18866.0000;30.0000;50.0000;0.0000;0.0000
1;AL;35444;1700.0000;89661.0001;72473.0000;80.0000;47.0000;40.0000;26.0000
1;AL;35446;860.0000;45636.0000;34706.0000;50.0000;74.0000;30.0000;25.0000
1;AL;35447;1270.0000;57138.0001;42440.0000;70.0000;236.0000;30.0000;34.0000
1;AL;35452;1660.0000;96868.0000;70125.0000;180.0000;466.0000;60.0000;57.0000
1;AL;35453;5170.0000;269642.0000;203480.0000;380.0000;604.0000;160.0000;168.0000
1;AL;35456;1930.0000;92948.0001;69506.0000;130.0000;254.0000;70.0000;64.0000
1;AL;35458;240.0000;13628.0002;10527.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35459;340.0000;13257.0000;8664.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35460;240.0000;8724.0001;7467.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35461;730.0000;36169.0000;26581.0000;70.0000;99.0000;0.0000;0.0000
1;AL;35462;1880.0000;68141.0001;48138.0000;170.0000;826.0000;50.0000;59.0000
1;AL;35463;840.0000;44339.0000;34236.0000;60.0000;196.0000;40.0000;35.0000
1;AL;35464;200.0000;5757.0001;4092.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35466;2300.0000;137761.0001;97435.0000;210.0000;2308.0000;60.0000;58.0000
1;AL;35469;130.0000;5516.0002;3897.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35470;1810.0000;83283.0000;62181.0000;190.0000;541.0000;60.0000;55.0000
1;AL;35473;7360.0000;462425.0000;315530.0000;1130.0000;4553.0000;390.0000;480.0000
1;AL;35474;3190.0000;160744.0000;130158.0000;210.0000;377.0000;130.0000;138.0000
1;AL;35475;7550.0000;700185.0000;437263.0000;1340.0000;5336.0000;690.0000;1257.0000
1;AL;35476;3470.0000;152095.0000;104673.0000;270.0000;1187.0000;100.0000;150.0000
1;AL;35480;790.0000;46033.0000;36532.0000;70.0000;118.0000;50.0000;58.0000
1;AL;35481;1330.0000;55778.0000;42523.0000;100.0000;271.0000;0.0000;0.0000
1;AL;35490;1970.0000;110933.0001;93175.0000;120.0000;108.0000;70.0000;60.0000
1;AL;35501;3810.0000;177644.0000;127798.0000;290.0000;1671.0000;100.0000;175.0000
1;AL;35503;3580.0000;186379.0000;139322.0000;290.0000;816.0000;90.0000;152.0000
1;AL;35504;5490.0000;367567.0000;257519.0000;760.0000;4715.0000;300.0000;542.0000
1;AL;35540;1000.0000;49123.0000;37440.0000;90.0000;78.0000;0.0000;0.0000
1;AL;35541;1460.0000;104786.0000;67474.0000;270.0000;1132.0000;90.0000;213.0000
1;AL;35542;460.0000;20791.0000;16060.0000;20.0000;11.0000;0.0000;0.0000
1;AL;35543;410.0000;18062.0001;12727.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35544;260.0000;10961.0001;7602.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35546;1620.0000;83195.0001;66449.0000;110.0000;143.0000;30.0000;40.0000
1;AL;35548;580.0000;22915.0000;17024.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35549;1430.0000;59741.0000;44777.0000;120.0000;210.0000;0.0000;0.0000
1;AL;35550;1970.0000;92726.0001;72045.0000;90.0000;110.0000;30.0000;18.0000
1;AL;35552;400.0000;18940.0000;13700.0000;30.0000;203.0000;0.0000;0.0000
1;AL;35553;1710.0000;94401.0000;60335.0000;140.0000;869.0000;40.0000;88.0000
1;AL;35554;430.0000;22361.0000;17621.0000;40.0000;35.0000;0.0000;0.0000
1;AL;35555;3740.0000;178573.0000;129035.0000;370.0000;1617.0000;90.0000;121.0000
1;AL;35563;1630.0000;81844.0001;57970.0000;190.0000;671.0000;40.0000;50.0000
1;AL;35564;830.0000;35798.0000;26424.0000;40.0000;32.0000;0.0000;0.0000
1;AL;35565;4970.0000;279369.0000;171549.0000;360.0000;25693.0000;100.0000;180.0000
1;AL;35570;4150.0000;192844.0000;141480.0000;430.0000;1909.0000;70.0000;96.0000
1;AL;35571;370.0000;15903.0001;11652.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35572;430.0000;27719.0000;17556.0000;50.0000;239.0000;30.0000;68.0000
1;AL;35574;540.0000;29791.0000;22721.0000;30.0000;15.0000;0.0000;0.0000
1;AL;35575;390.0000;17109.0000;14097.0000;20.0000;40.0000;0.0000;0.0000
1;AL;35576;1190.0000;61088.0000;45882.0000;90.0000;286.0000;20.0000;16.0000
1;AL;35578;1890.0000;84740.0000;65346.0000;90.0000;133.0000;0.0000;0.0000
1;AL;35579;1190.0000;57192.0000;43979.0000;70.0000;98.0000;0.0000;0.0000
1;AL;35580;1540.0000;76938.0001;58197.0000;130.0000;322.0000;30.0000;15.0000
1;AL;35581;1950.0000;91547.0001;65837.0000;100.0000;133.0000;30.0000;36.0000
1;AL;35582;1690.0000;109491.0000;65298.0000;150.0000;930.0000;50.0000;72.0000
1;AL;35585;650.0000;33411.0000;23558.0000;50.0000;30.0000;0.0000;0.0000
1;AL;35586;1650.0000;76163.0000;56052.0000;140.0000;590.0000;20.0000;16.0000
1;AL;35587;340.0000;16895.0001;10871.0000;20.0000;41.0000;0.0000;0.0000
1;AL;35592;1750.0000;88160.0000;64521.0000;130.0000;315.0000;30.0000;36.0000
1;AL;35593;700.0000;32171.0000;25677.0000;40.0000;55.0000;0.0000;0.0000
1;AL;35594;3040.0000;165950.0000;120682.0000;330.0000;3911.0000;90.0000;93.0000
1;AL;35601;14220.0000;707179.0000;470809.0000;1480.0000;14164.0000;450.0000;767.0000
1;AL;35603;14860.0000;1074489.0000;699032.0000;2630.0000;15485.0000;1020.0000;1729.0000
1;AL;35610;780.0000;41798.0000;32055.0000;80.0000;92.0000;20.0000;23.0000
1;AL;35611;11180.0000;592520.0000;412637.0000;1130.0000;5031.0000;380.0000;624.0000
1;AL;35613;11090.0000;992733.0000;693925.0000;2190.0000;11257.0000;1030.0000;1693.0000
1;AL;35614;3260.0000;170293.0000;125763.0000;310.0000;902.0000;90.0000;102.0000
1;AL;35616;1450.0000;71623.0000;48361.0000;120.0000;240.0000;20.0000;21.0000
1;AL;35618;780.0000;32591.0000;22705.0000;40.0000;103.0000;0.0000;0.0000
1;AL;35619;2170.0000;122971.0000;88572.0000;210.0000;434.0000;50.0000;65.0000
1;AL;35620;4030.0000;229980.0000;174721.0000;400.0000;866.0000;120.0000;134.0000
1;AL;35621;1230.0000;69844.0001;55706.0000;130.0000;129.0000;40.0000;33.0000
1;AL;35622;2780.0000;141131.0000;109497.0000;220.0000;477.0000;50.0000;50.0000
1;AL;35630;13320.0000;748465.0000;408592.0000;1770.0000;12840.0000;480.0000;899.0000
1;AL;35633;8880.0000;515232.0000;354257.0000;1160.0000;5481.0000;340.0000;576.0000
1;AL;35634;4770.0000;448398.0000;226942.0000;970.0000;10974.0000;360.0000;886.0000
1;AL;35640;11490.0000;841460.0000;539426.0000;1490.0000;4403.0000;610.0000;842.0000
1;AL;35643;1360.0000;62848.0000;47227.0000;90.0000;131.0000;40.0000;43.0000
1;AL;35645;5990.0000;433381.0000;289263.0000;890.0000;5018.0000;300.0000;639.0000
1;AL;35646;1850.0000;93251.0000;65611.0000;170.0000;492.0000;50.0000;60.0000
1;AL;35647;470.0000;26839.0000;19213.0000;30.0000;49.0000;0.0000;0.0000
1;AL;35648;1620.0000;90316.0001;69866.0000;170.0000;245.0000;40.0000;38.0000
1;AL;35650;5760.0000;309910.0000;228753.0000;560.0000;1323.0000;140.0000;132.0000
1;AL;35651;440.0000;21995.0000;17379.0000;40.0000;40.0000;0.0000;0.0000
1;AL;35652;3640.0000;237313.0000;157823.0000;410.0000;1464.0000;200.0000;291.0000
1;AL;35653;4470.0000;206611.0000;151410.0000;310.0000;1831.0000;80.0000;146.0000
1;AL;35654;3220.0000;142613.0000;110346.0000;190.0000;628.0000;50.0000;52.0000
1;AL;35660;3900.0000;163168.0000;111450.0000;370.0000;1793.0000;90.0000;162.0000
1;AL;35661;8370.0000;569736.0000;365105.0000;1160.0000;5709.0000;450.0000;774.0000
1;AL;35670;3330.0000;195177.0000;138866.0000;410.0000;1233.0000;120.0000;164.0000
1;AL;35671;950.0000;56009.0000;38964.0000;70.0000;116.0000;50.0000;70.0000
1;AL;35672;2540.0000;132180.0000;103358.0000;220.0000;383.0000;50.0000;32.0000
1;AL;35673;3520.0000;201318.0000;152395.0000;370.0000;768.0000;110.0000;138.0000
1;AL;35674;8580.0000;477133.0000;340787.0000;930.0000;4370.0000;320.0000;591.0000
1;AL;35677;760.0000;36022.0000;27111.0000;50.0000;135.0000;0.0000;0.0000
1;AL;35739;2420.0000;138993.0000;101226.0000;200.0000;456.0000;80.0000;102.0000
1;AL;35740;1340.0000;62121.0000;47604.0000;80.0000;151.0000;0.0000;0.0000
1;AL;35741;1770.0000;219468.0000;128910.0000;540.0000;5198.0000;230.0000;753.0000
1;AL;35744;1020.0000;47362.0000;35811.0000;70.0000;114.0000;0.0000;0.0000
1;AL;35746;340.0000;16261.0001;12039.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35747;2640.0000;170281.0000;117760.0000;290.0000;1132.0000;100.0000;224.0000
1;AL;35748;3580.0000;389951.0000;261968.0000;780.0000;3373.0000;430.0000;1244.0000
1;AL;35749;13390.0000;984188.0000;761914.0000;2140.0000;5104.0000;1170.0000;1599.0000
1;AL;35750;6520.0000;379555.0000;291903.0000;660.0000;1389.0000;250.0000;312.0000
1;AL;35751;100.0000;5069.0002;3573.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35752;850.0000;40825.0000;30363.0000;70.0000;82.0000;0.0000;0.0000
1;AL;35754;2390.0000;153469.0000;96824.0000;310.0000;1139.0000;80.0000;119.0000
1;AL;35755;310.0000;20997.0001;12074.0000;60.0000;151.0000;0.0000;0.0000
1;AL;35756;10940.0000;1090235.0000;861680.0000;2440.0000;6810.0000;1400.0000;3737.0000
1;AL;35757;8610.0000;720221.0000;547730.0000;1730.0000;4980.0000;960.0000;1644.0000
1;AL;35758;22320.0000;2287564.0000;1664291.0000;6210.0000;29880.0000;2580.0000;7800.0000
1;AL;35759;5400.0000;405320.0000;313099.0000;780.0000;2095.0000;510.0000;698.0000
1;AL;35760;2210.0000;129272.0000;94900.0000;220.0000;611.0000;60.0000;99.0000
1;AL;35761;5770.0000;409801.0000;308560.0000;710.0000;1943.0000;390.0000;520.0000
1;AL;35763;9810.0000;1202641.0000;831712.0000;3050.0000;16957.0000;1420.0000;3985.0000
1;AL;35764;240.0000;10041.0001;7795.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35765;1480.0000;68420.0000;54112.0000;80.0000;39.0000;30.0000;36.0000
1;AL;35768;4980.0000;251161.0000;174825.0000;400.0000;3398.0000;110.0000;186.0000
1;AL;35769;4480.0000;346955.0000;194928.0000;700.0000;5643.0000;240.0000;691.0000
1;AL;35771;1440.0000;68461.0001;51306.0000;90.0000;84.0000;20.0000;27.0000
1;AL;35772;1870.0000;88149.0000;67689.0000;130.0000;468.0000;30.0000;32.0000
1;AL;35773;6250.0000;381241.0000;290298.0000;740.0000;1648.0000;330.0000;435.0000
1;AL;35775;290.0000;12173.0001;9655.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35776;1450.0000;73498.0001;53561.0000;100.0000;192.0000;20.0000;31.0000
1;AL;35801;10680.0000;1603625.0000;825377.0000;3840.0000;46859.0000;1650.0000;6428.0000
1;AL;35802;11780.0000;1484158.0000;717762.0000;3740.0000;35559.0000;1220.0000;3907.0000
1;AL;35803;14500.0000;1268585.0000;844878.0000;3810.0000;21442.0000;1230.0000;2837.0000
1;AL;35805;8210.0000;247262.0001;192319.0000;340.0000;622.0000;60.0000;90.0000
1;AL;35806;13180.0000;1127982.0000;850051.0000;2910.0000;11518.0000;1360.0000;2664.0000
1;AL;35808;440.0000;42502.0002;32996.0000;80.0000;215.0000;30.0000;124.0000
1;AL;35810;14580.0000;525439.0000;380856.0000;720.0000;1568.0000;390.0000;468.0000
1;AL;35811;13700.0000;1009664.0000;682559.0000;2140.0000;7468.0000;930.0000;1619.0000
1;AL;35816;6160.0000;190171.0001;144831.0000;290.0000;952.0000;80.0000;112.0000
1;AL;35824;4950.0000;448697.0000;348021.0000;1060.0000;2950.0000;660.0000;1530.0000
1;AL;35901;7740.0000;468714.0000;287806.0000;950.0000;8139.0000;450.0000;1068.0000
1;AL;35903;7430.0000;322906.0000;235175.0000;550.0000;1255.0000;200.0000;236.0000
1;AL;35904;5620.0000;223890.0000;164649.0000;370.0000;1285.0000;110.0000;149.0000
1;AL;35905;2800.0000;154796.0000;111563.0000;340.0000;736.0000;100.0000;123.0000
1;AL;35906;4670.0000;269621.0000;178760.0000;640.0000;2981.0000;230.0000;400.0000
1;AL;35907;4140.0000;288141.0000;200736.0000;630.0000;2705.0000;250.0000;353.0000
1;AL;35950;8970.0000;407391.0000;298715.0000;620.0000;3007.0000;180.0000;313.0000
1;AL;35951;5310.0000;235893.0000;175799.0000;380.0000;1366.0000;110.0000;190.0000
1;AL;35952;2800.0000;133902.0001;99730.0000;200.0000;382.0000;50.0000;70.0000
1;AL;35953;3180.0000;178493.0000;125982.0000;320.0000;1179.0000;120.0000;150.0000
1;AL;35954;4920.0000;205073.0000;151832.0000;310.0000;689.0000;100.0000;96.0000
1;AL;35956;3780.0000;183460.0000;141033.0000;280.0000;524.0000;100.0000;126.0000
1;AL;35957;6600.0000;304738.0000;225388.0000;480.0000;2240.0000;150.0000;228.0000
1;AL;35958;1230.0000;60385.0000;47166.0000;100.0000;126.0000;0.0000;0.0000
1;AL;35959;2010.0000;102355.0000;65758.0000;220.0000;726.0000;70.0000;133.0000
1;AL;35960;4000.0000;217714.0000;145243.0000;510.0000;2437.0000;190.0000;409.0000
1;AL;35961;2390.0000;94719.0001;74876.0000;180.0000;403.0000;40.0000;58.0000
1;AL;35962;2860.0000;123156.0001;91268.0000;150.0000;283.0000;40.0000;52.0000
1;AL;35963;680.0000;27261.0000;22318.0000;50.0000;82.0000;0.0000;0.0000
1;AL;35966;1370.0000;68777.0000;52060.0000;80.0000;111.0000;20.0000;20.0000
1;AL;35967;6630.0000;323045.0000;229758.0000;710.0000;5033.0000;140.0000;286.0000
1;AL;35968;2300.0000;123321.0000;82510.0000;270.0000;2122.0000;50.0000;97.0000
1;AL;35971;1860.0000;89460.0001;68117.0000;130.0000;240.0000;40.0000;46.0000
1;AL;35972;530.0000;29146.0000;20284.0000;40.0000;26.0000;0.0000;0.0000
1;AL;35973;1100.0000;50663.0000;36852.0000;80.0000;145.0000;0.0000;0.0000
1;AL;35974;770.0000;31401.0000;25130.0000;60.0000;77.0000;0.0000;0.0000
1;AL;35975;390.0000;19970.0000;14772.0000;40.0000;28.0000;0.0000;0.0000
1;AL;35976;7540.0000;648031.0000;350218.0000;1360.0000;9368.0000;520.0000;1414.0000
1;AL;35978;2110.0000;109315.0001;75628.0000;160.0000;523.0000;30.0000;81.0000
1;AL;35979;540.0000;23865.0000;19186.0000;0.0000;0.0000;0.0000;0.0000
1;AL;35980;1960.0000;85484.0001;64895.0000;120.0000;196.0000;20.0000;25.0000
1;AL;35981;810.0000;38031.0000;30656.0000;50.0000;94.0000;0.0000;0.0000
1;AL;35983;1610.0000;82313.0001;57356.0000;170.0000;422.0000;40.0000;77.0000
1;AL;35984;880.0000;46635.0001;24925.0000;180.0000;1090.0000;20.0000;56.0000
1;AL;35986;3400.0000;181551.0000;131239.0000;350.0000;1805.0000;90.0000;161.0000
1;AL;35987;1070.0000;50942.0000;37422.0000;90.0000;236.0000;40.0000;46.0000
1;AL;35988;720.0000;30954.0000;24035.0000;40.0000;23.0000;0.0000;0.0000
1;AL;35989;1340.0000;68512.0000;51872.0000;140.0000;493.0000;30.0000;72.0000
1;AL;36003;810.0000;38088.0000;25074.0000;50.0000;161.0000;0.0000;0.0000
1;AL;36005;730.0000;35936.0000;26805.0000;60.0000;109.0000;0.0000;0.0000
1;AL;36006;580.0000;28759.0000;22039.0000;40.0000;31.0000;0.0000;0.0000
1;AL;36009;1130.0000;59309.0000;45034.0000;90.0000;205.0000;20.0000;26.0000
1;AL;36010;2080.0000;95201.0001;68182.0000;150.0000;526.0000;30.0000;23.0000
1;AL;36013;200.0000;25053.0003;16438.0000;30.0000;98.0000;30.0000;62.0000
1;AL;36016;1410.0000;51806.0000;36759.0000;100.0000;200.0000;30.0000;59.0000
